P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
721.0,0.4521498,0.0,0.2884882,0.235443,0.8016644,0.0402219,0.6485623,0.0,0.0127796,0.0821114,0.0,0.9936102,0.1906158,0.0615385,0.8333333,14999.0
88.0,0.4431818,0.0,0.1818182,0.0612245,0.7613636,0.1136364,0.75,0.0357143,0.0357143,0.2631579,0.0,1.0,0.1842105,0.0,0.0,14999.0
19536.0,0.4793202,0.21207,0.1297093,0.110991,0.8199222,0.0138206,0.6583746,0.0026048,0.058088,0.0860612,0.1882001,0.9296692,0.5056541,0.093774,0.821256,138500.0
3694.0,0.4645371,0.0005414,0.2441798,0.1769464,0.80536,0.0387114,0.643733,0.0020436,0.0245232,0.0749842,0.0006812,0.9911444,0.2703214,0.0485934,0.7142857,32500.0
984.0,0.4817073,0.0213415,0.1615854,0.1254902,0.8506098,0.0,0.6633663,0.0024752,0.0173267,0.1022222,0.0247525,0.9950495,0.3911111,0.0555556,0.8181818,25300.0
50677.0,0.4850524,0.0693214,0.0449316,0.0297747,0.3499023,0.3519545,0.4415556,0.0014074,0.2711111,0.0626953,0.0628889,0.9757037,0.5462751,0.0742465,0.3170732,77300.0
341.0,0.5190616,0.0,0.1583578,0.1219512,0.8973607,0.0,0.7651515,0.0,0.030303,0.0364964,0.0,0.9924242,0.1605839,0.08,1.0,27200.0
672.0,0.4657738,0.0,0.172619,0.086351,0.9449405,0.0,0.8588235,0.0,0.0039216,0.0449438,0.0,0.9843137,0.011236,0.1818182,0.8333333,492600.0
3707.0,0.4545455,0.3849474,0.1869436,0.181998,0.8181818,0.0590774,0.6947524,0.0036955,0.0243902,0.0858108,0.3303769,0.992609,0.3378378,0.1403118,0.3125,30800.0
8580.0,0.4738928,0.0036131,0.2152681,0.1586176,0.8018648,0.0445221,0.6483871,0.002346,0.0272727,0.1263131,0.0014663,0.5457478,0.3645913,0.0824823,0.7076923,34600.0
200.0,0.545,0.0,0.225,0.1428571,0.815,0.0,0.5977011,0.0,0.0229885,0.1386139,0.0,1.0,0.3366337,0.2,0.75,20100.0
874.0,0.4988558,0.0846682,0.0446224,0.0342466,0.9382151,0.0,0.8634812,0.0,0.0409556,0.0786164,0.0750853,0.996587,0.1446541,0.0,0.0625,91400.0
111.0,0.4864865,0.0,0.1801802,0.0877193,0.9279279,0.0,0.8333333,0.0,0.0238095,0.16,0.0,0.9761905,0.2,0.0,1.0,18800.0
2045.0,0.4806846,0.008802,0.1281174,0.0885122,0.9041565,0.0,0.7720994,0.0041436,0.0290055,0.1116564,0.0069061,0.9930939,0.2122699,0.0961538,0.7857143,78400.0
8008.0,0.4546703,0.0116134,0.1860639,0.186398,0.8139361,0.122003,0.8218063,0.0008137,0.0248169,0.0432075,0.007323,0.9906428,0.1786687,0.0098232,0.6538462,306200.0
123.0,0.5121951,0.0,0.1707317,0.0666667,0.8699187,0.0,0.7,0.0,0.02,0.0384615,0.0,0.96,0.25,0.4285714,1.0,23300.0
9473.0,0.4675393,0.0169957,0.1960308,0.148295,0.8730075,0.0,0.7186908,0.0021639,0.0351636,0.0214399,0.0135245,0.9515824,0.268396,0.0491942,0.32,176700.0
713.0,0.5189341,0.0,0.1332398,0.0524781,0.9467041,0.0,0.8692308,0.0,0.0153846,0.0188679,0.0,1.0,0.109434,0.2413793,0.5,61000.0
75.0,0.4933333,0.0,0.2133333,0.0526316,0.88,0.0,0.7272727,0.0,0.0,0.2826087,0.0,1.0,0.173913,0.0,1.0,14999.0
407.0,0.5282555,0.002457,0.1302211,0.0885417,0.7665848,0.0,0.6,0.0228571,0.0971429,0.1071429,0.0057143,0.8514286,0.5714286,0.1100917,1.0,72500.0
40822.0,0.4855225,0.2513841,0.1134192,0.0939434,0.87786,0.0086473,0.7322303,0.0037062,0.0308405,0.0939074,0.2380543,0.8703508,0.3656153,0.1062684,0.6952381,37000.0
16177.0,0.510416,0.5813192,0.0780738,0.0695707,0.8491068,0.0103233,0.6842981,0.0057333,0.0761975,0.1055418,0.5958942,0.8174588,0.6873449,0.1712268,0.1111111,46300.0
231.0,0.4632035,0.0952381,0.1082251,0.1048387,0.9264069,0.0,0.7875,0.0,0.0,0.1208791,0.0875,0.9625,0.3186813,0.1333333,1.0,33100.0
6051.0,0.4681871,0.0011568,0.2467361,0.1619018,0.7795406,0.0563543,0.632983,0.0024252,0.0282943,0.1370771,0.0012126,0.9939369,0.3972794,0.0711656,0.5675676,29200.0
120.0,0.4916667,0.0,0.175,0.1639344,0.8,0.0,0.5882353,0.0196078,0.0392157,0.2916667,0.0,1.0,0.3333333,0.1666667,0.0,14999.0
73.0,0.5479452,0.0,0.2191781,0.0909091,0.9041096,0.0,0.75,0.0,0.0,0.3,0.0,0.9642857,0.375,0.0,1.0,14999.0
685.0,0.5007299,0.0175182,0.1678832,0.1169591,0.8817518,0.0,0.7391304,0.0,0.0289855,0.0769231,0.0144928,0.9963768,0.1939799,0.0869565,0.75,25400.0
432.0,0.4861111,0.0,0.1921296,0.1621622,0.837963,0.0,0.657754,0.0106952,0.0213904,0.3617747,0.0,0.9946524,0.559727,0.1090909,0.7333333,15300.0
257.0,0.459144,0.0,0.2217899,0.1726619,0.8560311,0.0,0.6698113,0.0,0.0188679,0.045045,0.0,1.0,0.1711712,0.2857143,0.0,26800.0
133793.0,0.4875143,0.3885181,0.0956777,0.0818178,0.8225991,0.0421322,0.7083526,0.0046705,0.0548185,0.0736624,0.3603769,0.9839148,0.2964773,0.0841731,0.3616162,63000.0
3242.0,0.5055521,0.003393,0.060765,0.0249532,0.9716225,0.0,0.9236641,0.0009542,0.009542,0.040293,0.0028626,0.9780534,0.0274725,0.1728395,0.5652174,79600.0
316.0,0.5063291,0.0,0.0791139,0.0769231,0.8829114,0.0,0.75,0.0089286,0.0357143,0.0508475,0.0,0.8392857,0.3220339,0.173913,0.0,39000.0
380.0,0.5026316,0.0078947,0.2078947,0.1111111,0.8473684,0.0,0.6751592,0.0,0.0318471,0.1179775,0.0127389,1.0,0.3426966,0.0540541,0.5,14999.0
774.0,0.4870801,0.002584,0.1731266,0.1335013,0.870801,0.0,0.7022654,0.0,0.02589,0.2275,0.0,0.4530744,0.41,0.097561,0.8571429,22600.0
446.0,0.4798206,0.0,0.17713,0.1508621,0.9125561,0.0,0.7664671,0.0,0.0,0.0824176,0.0,0.994012,0.1978022,0.1142857,1.0,16100.0
763.0,0.5072084,0.0222805,0.3093054,0.1117021,0.8047182,0.0052425,0.6342857,0.0028571,0.0428571,0.3965517,0.0085714,0.9228571,0.7103448,0.1098901,0.8292683,31000.0
7216.0,0.4787971,0.1463415,0.1334534,0.1183196,0.8321785,0.0552938,0.737428,0.0053743,0.0360845,0.0951719,0.1332054,0.984261,0.3139979,0.1264182,0.7111111,35400.0
6419.0,0.4896401,0.0046736,0.1462845,0.0732601,0.9161863,0.0,0.8143939,0.0012626,0.0319865,0.0145168,0.003367,0.9941077,0.0087101,0.025,0.1111111,95400.0
2261.0,0.4440513,0.0022114,0.2277753,0.2044551,0.7934542,0.0362671,0.629478,0.0,0.0225179,0.1118182,0.0010235,1.0,0.37,0.0462428,0.2352941,32200.0
72.0,0.6111111,0.0,0.2222222,0.0714286,0.6944444,0.0,0.5806452,0.0,0.0967742,0.1142857,0.0,1.0,0.4,0.2,1.0,14999.0
996.0,0.4628514,0.0,0.2680723,0.1869159,0.7831325,0.0662651,0.6573604,0.0,0.035533,0.1224944,0.0,0.9974619,0.4253898,0.0300752,0.6,29500.0
1175.0,0.4485106,0.0,0.2161702,0.1682099,0.8374468,0.0646809,0.7558685,0.0046948,0.0234742,0.0491071,0.0,0.9976526,0.2276786,0.1149425,0.375,36100.0
37825.0,0.4737343,0.2615995,0.1454329,0.1008239,0.8701917,0.0342366,0.7665385,0.0015385,0.0333846,0.0250487,0.2314615,0.9481538,0.1865907,0.0572605,0.5059524,178800.0
468.0,0.4700855,0.0021368,0.1517094,0.1330645,0.9017094,0.0,0.7597765,0.0,0.0167598,0.0271739,0.0055866,1.0,0.1358696,0.030303,1.0,36900.0
993.0,0.4914401,0.0080564,0.1852971,0.1405941,0.8630413,0.0,0.7157107,0.0049875,0.0374065,0.0452381,0.0049875,0.9700748,0.2690476,0.0758621,0.25,63600.0
3607.0,0.4654838,0.2755753,0.1674522,0.1768672,0.7917937,0.085944,0.6953542,0.0060929,0.0205636,0.0837404,0.219345,0.9969535,0.3517097,0.1045752,0.6538462,27400.0
1514.0,0.5198151,0.1413474,0.0997358,0.0797799,0.6519155,0.2615588,0.7559809,0.0095694,0.0502392,0.0932755,0.062201,0.992823,0.2364425,0.0540541,0.8823529,133800.0
6329.0,0.4699005,0.0158003,0.219624,0.1329359,0.8367831,0.002212,0.6767677,0.002886,0.0339105,0.0510099,0.0119048,0.9917027,0.2108867,0.0294118,0.1923077,71500.0
768.0,0.5299479,0.0026042,0.0677083,0.0304709,0.9322917,0.0,0.8425197,0.007874,0.0354331,0.0342205,0.003937,0.996063,0.2129278,0.0,1.0,32600.0
23916.0,0.4877488,0.0012962,0.1203797,0.0887275,0.8601773,0.0165161,0.7302556,0.0057564,0.0550311,0.0226173,0.000921,0.9930923,0.2948126,0.063724,0.3333333,62500.0
2366.0,0.476754,0.0367709,0.1255283,0.1042003,0.7265427,0.0270499,0.555665,0.0078818,0.0975369,0.6431083,0.0197044,0.955665,0.6740506,0.0813609,0.8028169,100500.0
20459.0,0.4823794,0.0297669,0.0978542,0.0733711,0.8191994,0.0700914,0.737561,0.0041812,0.0401394,0.0614781,0.0277352,0.989547,0.2654022,0.072935,0.3505155,59800.0
701.0,0.4793153,0.1512126,0.1811698,0.1890411,0.8159772,0.0,0.6111111,0.0069444,0.0486111,0.0971787,0.1597222,0.9513889,0.3291536,0.1339286,0.3333333,29900.0
4808.0,0.4569468,0.2689268,0.1919717,0.1731137,0.8244592,0.0376456,0.7009494,0.003692,0.032173,0.0646275,0.2457806,0.9736287,0.3275777,0.0876369,0.5238095,35800.0
275.0,0.4763636,0.0,0.2145455,0.1666667,0.8581818,0.0,0.7008547,0.0,0.034188,0.1397059,0.0,1.0,0.3014706,0.0,0.2,14999.0
3324.0,0.5033093,0.0084236,0.0598676,0.0260448,0.9347172,0.0,0.8389445,0.0045496,0.0272975,0.1072299,0.0072793,0.8808007,0.2380179,0.1134021,0.46,69000.0
310.0,0.4741935,0.0,0.2870968,0.1349693,0.8580645,0.0,0.7131783,0.0077519,0.0310078,0.0583942,0.0,1.0,0.2919708,0.1212121,1.0,15500.0
6496.0,0.4533559,0.1928879,0.1944273,0.1745987,0.8183498,0.0526478,0.6898785,0.0016194,0.0234818,0.1102305,0.1595142,0.9834008,0.3220461,0.0921228,0.7391304,28900.0
373.0,0.4932976,0.002681,0.1179625,0.1005291,0.919571,0.0,0.7777778,0.0,0.015873,0.125,0.0079365,0.8333333,0.3055556,0.2,1.0,33800.0
14062.0,0.4657943,0.1425117,0.1869578,0.1573482,0.8402077,0.029441,0.6950238,0.0032931,0.0243322,0.1425882,0.1317234,0.9760337,0.3769412,0.0951691,0.5862069,30800.0
4088.0,0.4755382,0.0048924,0.1413894,0.0960821,0.9053327,0.0014677,0.77462,0.0026438,0.0185063,0.0188067,0.0033047,0.9834765,0.150454,0.0736196,0.2222222,38500.0
84.0,0.452381,0.3571429,0.1904762,0.1304348,0.9404762,0.0,0.8214286,0.0,0.0,0.0967742,0.3571429,1.0,0.0967742,0.0,0.0,27500.0
1612.0,0.4602978,0.0006203,0.2059553,0.1597701,0.867866,0.0,0.7051095,0.0029197,0.010219,0.0564738,0.0014599,0.9956204,0.1625344,0.0444444,1.0,48200.0
8665.0,0.5001731,0.009925,0.0993653,0.0641884,0.8934795,0.0081939,0.7921314,0.0052664,0.0483271,0.0182482,0.0099133,0.9969021,0.2284063,0.0441899,0.4285714,66500.0
812.0,0.4519704,0.0258621,0.3041872,0.2247191,0.7857143,0.0320197,0.6276596,0.0,0.0212766,0.0528967,0.0159574,0.9973404,0.3526448,0.0854701,0.6,45300.0
3641.0,0.4482285,0.0,0.2084592,0.1906421,0.8332876,0.0203241,0.6776025,0.0012618,0.0132492,0.0648968,0.0,0.9993691,0.3174041,0.0403226,0.4285714,29300.0
39408.0,0.4849015,0.0131699,0.1266748,0.0974925,0.84493,0.0086023,0.6937392,0.0015286,0.0622757,0.0506058,0.0148877,0.978466,0.2965674,0.0377219,0.125,99400.0
936.0,0.4519231,0.0,0.1826923,0.1520468,0.866453,0.0,0.6863271,0.002681,0.0160858,0.0508906,0.0,0.9946381,0.307888,0.0594059,0.0,28300.0
16189.0,0.4748904,0.2305887,0.1513373,0.1290436,0.6823152,0.0553462,0.5202622,0.0025328,0.0998212,0.0494264,0.1877235,0.9170143,0.4867582,0.0706781,0.4166667,168900.0
557.0,0.502693,0.2962298,0.1113106,0.1083032,0.9174147,0.0,0.7760417,0.0052083,0.0104167,0.1829787,0.34375,0.875,0.3234043,0.15,0.8,28500.0
152.0,0.5197368,0.0,0.1973684,0.0410959,0.8486842,0.0,0.7241379,0.0172414,0.0862069,0.0333333,0.0,1.0,0.15,0.1,0.0,32800.0
720.0,0.5263889,0.0291667,0.1236111,0.0967742,0.8736111,0.0222222,0.751938,0.0077519,0.0271318,0.1194539,0.0193798,0.9689922,0.3924915,0.1,0.6,23500.0
795.0,0.4968553,0.0490566,0.1320755,0.0575,0.9559748,0.0,0.8815331,0.0,0.0034843,0.0304054,0.0557491,0.9965157,0.0777027,0.0816327,0.0,44400.0
9517.0,0.4494063,0.5416623,0.166439,0.1540076,0.865714,0.0189135,0.7095197,0.002876,0.0207075,0.1006208,0.4880644,0.9962611,0.2630626,0.1740798,0.5357143,40300.0
56216.0,0.4938807,0.0686637,0.0899566,0.0796078,0.8703394,0.0154049,0.7272727,0.0065638,0.0560114,0.0360137,0.068428,0.7564271,0.4799895,0.2120913,0.2473118,71200.0
211.0,0.4597156,0.1279621,0.2511848,0.2192982,0.8388626,0.0,0.6162791,0.0,0.0116279,0.1313131,0.1511628,1.0,0.2121212,0.0625,0.0,24100.0
146.0,0.5,0.0,0.1027397,0.0821918,0.9726027,0.0,0.9259259,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,110800.0
2601.0,0.449827,0.0,0.2260669,0.1914745,0.8354479,0.0280661,0.6845124,0.0038241,0.0152964,0.1276063,0.0,0.9952199,0.2910759,0.1122449,0.5666667,18200.0
1242.0,0.4718196,0.0,0.2117552,0.1661585,0.8333333,0.0,0.651751,0.0097276,0.040856,0.0722022,0.0,0.9980545,0.2509025,0.0748299,0.4615385,33200.0
1294.0,0.4714065,0.2488408,0.0965997,0.0877193,0.923493,0.0046368,0.8065268,0.004662,0.016317,0.0529801,0.2424242,0.997669,0.1214128,0.2673267,0.0,42500.0
88.0,0.4545455,0.0,0.1477273,0.0625,0.8295455,0.0,0.6470588,0.0294118,0.0588235,0.0810811,0.0,1.0,0.1351351,0.0,0.0,14999.0
25089.0,0.4759855,0.0204472,0.1503049,0.0993383,0.7694209,0.0132727,0.5998908,0.0055495,0.0798763,0.0337553,0.0191958,0.9711608,0.4302918,0.0420588,0.2619048,84000.0
9972.0,0.484657,0.0105295,0.1148215,0.0587663,0.9432411,0.0,0.8625954,0.0019791,0.0195081,0.0735987,0.0087645,0.9708793,0.0990047,0.1596386,0.2244898,81600.0
1942.0,0.4572606,0.0097837,0.207518,0.1622391,0.7703399,0.0906282,0.6743869,0.0013624,0.0367847,0.1177885,0.0,0.9414169,0.2932692,0.0656371,0.7142857,27500.0
1064.0,0.4765038,0.0845865,0.1889098,0.1759425,0.8552632,0.0,0.6812227,0.0,0.0174672,0.0517598,0.0720524,1.0,0.2877847,0.0566038,0.3333333,34300.0
1810.0,0.5027624,0.0,0.1160221,0.1,0.9303867,0.0,0.8087092,0.0,0.0046656,0.0544118,0.0,0.9984448,0.3132353,0.1097561,0.75,19100.0
354.0,0.4463277,0.7853107,0.2090395,0.127551,0.9011299,0.0,0.725,0.0,0.0166667,0.0769231,0.7416667,0.9916667,0.3384615,0.2857143,0.0,14999.0
1195.0,0.4736402,0.0016736,0.1338912,0.0922099,0.8953975,0.0,0.7682403,0.0,0.0343348,0.068,0.0021459,0.9914163,0.284,0.1071429,0.5384615,41800.0
5674.0,0.4487134,0.0179767,0.1954529,0.1748721,0.8098343,0.0165668,0.6259958,0.0020964,0.0343816,0.0996602,0.0150943,0.9974843,0.3710834,0.0641953,0.8163265,24600.0
7665.0,0.4781474,0.0024788,0.1899543,0.11475,0.8373125,0.0,0.6758308,0.0030211,0.0432024,0.0293255,0.0021148,0.9954683,0.211437,0.0382932,0.4,63300.0
4.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.6,0.0,0.5,0.6,0.0,0.0,0.0
1505.0,0.4923588,0.0026578,0.0724252,0.0458115,0.9182724,0.0059801,0.8214971,0.0,0.0345489,0.0333952,0.0,0.9980806,0.1706865,0.1294118,0.25,53400.0
1123.0,0.4861977,0.0017809,0.1353517,0.0918544,0.8628673,0.0035619,0.7110609,0.0090293,0.0383747,0.0306346,0.0022573,1.0,0.1991247,0.097561,1.0,37300.0
555.0,0.4504505,0.0,0.2144144,0.2229508,0.8198198,0.0,0.5922747,0.0,0.0214592,0.1937716,0.0,0.9871245,0.3910035,0.1578947,1.0,14999.0
2470.0,0.4906883,0.0109312,0.0315789,0.036566,0.9186235,0.0,0.822619,0.0047619,0.0511905,0.0572391,0.0107143,0.977381,0.1459035,0.0714286,0.1111111,82900.0
173.0,0.4508671,0.0057803,0.150289,0.1578947,0.8786127,0.0,0.7313433,0.0,0.0447761,0.0428571,0.0,1.0,0.2857143,0.1764706,1.0,29000.0
2816.0,0.5078125,0.0010653,0.0916193,0.0613276,0.9502841,0.0,0.8619934,0.0032859,0.0131435,0.0307856,0.0021906,0.9978094,0.0732484,0.122449,0.1818182,65400.0
10332.0,0.4798684,0.0021293,0.1484708,0.1075549,0.8890825,0.0184863,0.7744241,0.0021181,0.0206513,0.0225155,0.0013238,0.9819963,0.1612319,0.0574163,0.4736842,64500.0
565.0,0.4106195,0.0,0.3292035,0.2882883,0.7575221,0.0743363,0.6108787,0.0,0.0083682,0.0736434,0.0,1.0,0.2364341,0.0540541,0.5,16200.0
89235.0,0.4904802,0.0057489,0.0761809,0.0564145,0.879991,0.0062532,0.7546421,0.0050696,0.050452,0.0520251,0.0051918,0.94231,0.2196231,0.0865665,0.397463,76700.0
1082.0,0.4953789,0.0,0.1913124,0.1520147,0.8271719,0.0,0.6601732,0.0064935,0.0519481,0.12,0.0,0.9935065,0.4438095,0.0319149,0.3333333,35100.0
4921.0,0.4990856,0.0004064,0.064621,0.0543611,0.9593579,0.0,0.895806,0.0013106,0.0163827,0.0261646,0.0,0.9836173,0.0682833,0.1290323,0.4285714,88700.0
29337.0,0.5030848,0.0427787,0.0284964,0.0295651,0.8656304,0.0006476,0.7525377,0.0043363,0.0960875,0.0779646,0.0406031,0.9728984,0.193821,0.0803228,0.1533742,164000.0
444719.0,0.4822506,0.1597953,0.1186794,0.0944266,0.8149663,0.0210695,0.6511122,0.0037333,0.0486393,0.1587111,0.1376454,0.9660364,0.3744132,0.087275,0.6376785,35800.0
2691.0,0.4856931,0.0798959,0.1248606,0.0946532,0.8795987,0.0,0.7327586,0.0028736,0.0335249,0.0491803,0.0977011,0.9846743,0.2349727,0.0442177,0.25,45200.0
70.0,0.5571429,0.0,0.2,0.1290323,0.8428571,0.0,0.6666667,0.0,0.0,0.3529412,0.0,0.9393939,0.5098039,0.0,0.0,36300.0
8972.0,0.4616585,0.0322113,0.1584931,0.1188406,0.8495319,0.0086937,0.6945982,0.0023715,0.026087,0.052671,0.0252964,0.9955204,0.3512232,0.0561941,0.44,39800.0
787.0,0.4879288,0.0,0.0444727,0.057072,0.9669632,0.0,0.8937198,0.0,0.0193237,0.0327103,0.0,1.0,0.3271028,0.4352941,1.0,16900.0
1170.0,0.4786325,0.4290598,0.1512821,0.1278689,0.8512821,0.0418803,0.7283372,0.0023419,0.0117096,0.0737527,0.3770492,0.9976581,0.3123644,0.1176471,0.0,26400.0
2270.0,0.4726872,0.0,0.1167401,0.1035923,0.8982379,0.0330396,0.826087,0.0079051,0.0197628,0.0380228,0.0,0.997365,0.1888466,0.1341463,0.5,36600.0
1287.0,0.4312354,0.2043512,0.2338772,0.2144809,0.8119658,0.0924631,0.7461369,0.0,0.0110375,0.1065089,0.1699779,0.99117,0.3274162,0.1188119,0.1428571,28600.0
481.0,0.4553015,0.0,0.3825364,0.2709924,0.7027027,0.1268191,0.6206897,0.0049261,0.0197044,0.0424528,0.0,1.0,0.240566,0.0526316,0.0,16900.0
641.0,0.4602184,0.0,0.2776911,0.1965318,0.8081123,0.0,0.6092715,0.0,0.0165563,0.0650155,0.0,1.0,0.1981424,0.0545455,0.0,30100.0
470.0,0.4702128,0.0,0.1638298,0.0963855,0.9191489,0.0,0.7735849,0.0,0.0125786,0.2281553,0.0,0.9119497,0.3300971,0.3235294,1.0,32700.0
1892.0,0.5089852,0.0005285,0.2114165,0.1001076,0.7991543,0.0031712,0.634434,0.0070755,0.067217,0.2580927,0.0011792,0.9882075,0.5546807,0.0600601,0.3333333,38600.0
794.0,0.488665,0.0012594,0.0982368,0.0837438,0.9458438,0.0,0.8235294,0.0,0.0042017,0.1849315,0.0042017,0.4663866,0.3356164,0.25,0.5,19500.0
13159.0,0.4870431,0.0168706,0.0972718,0.065037,0.9076678,0.0,0.8092608,0.0042481,0.0537383,0.0374157,0.0167799,0.9369159,0.1584543,0.1061755,0.2,69900.0
3185.0,0.4631083,0.2295133,0.2119309,0.1836257,0.8408163,0.0204082,0.6786284,0.0031898,0.0183413,0.1074733,0.1985646,0.9401914,0.3629893,0.1316397,0.8205128,24000.0
13051.0,0.4579726,0.3374454,0.1422879,0.1338705,0.6902919,0.1353153,0.6133646,0.0021349,0.0766439,0.0904854,0.3268574,0.9974381,0.3957282,0.0687204,0.3513514,36300.0
6369.0,0.507929,0.0045533,0.0772492,0.0615826,0.8087612,0.0051813,0.6471513,0.0117878,0.0880157,0.0657122,0.0043222,0.9756385,0.5073421,0.0920354,0.2380952,53200.0
1450.0,0.4537931,0.0,0.2951724,0.2348485,0.7875862,0.0386207,0.6279809,0.0031797,0.0222576,0.0469697,0.0,0.9984102,0.2984848,0.0828402,0.5,23800.0
966.0,0.489648,0.057971,0.1076605,0.1054767,0.9057971,0.0,0.764526,0.0061162,0.030581,0.1394737,0.0489297,0.6880734,0.3789474,0.2134831,0.0,22400.0
9990.0,0.4807808,0.0201201,0.0642643,0.0528244,0.9287287,0.0,0.8248994,0.0025877,0.0238643,0.039757,0.0192639,0.9942496,0.1711761,0.0822857,0.3538462,59200.0
22097.0,0.4590668,0.0327194,0.1467167,0.1129424,0.7531339,0.1163959,0.6789678,0.0050809,0.0480011,0.0462892,0.0233989,0.8966439,0.3569243,0.10528,0.3939394,32200.0
62.0,0.5,0.0,0.0967742,0.0645161,0.8548387,0.0,0.6666667,0.0,0.0416667,0.4285714,0.0,1.0,0.5952381,0.1666667,1.0,83300.0
12233.0,0.4673424,0.0047413,0.1808224,0.1388889,0.8416578,0.0111175,0.6724586,0.0025964,0.0283603,0.0549264,0.0045936,0.9958059,0.2802945,0.0713884,0.6034483,31000.0
3623.0,0.3679271,0.0024841,0.7717361,0.389083,0.6320729,0.0,0.4561626,0.0004235,0.0190597,0.1255556,0.0021177,0.9944939,0.662963,0.0295359,0.5825243,114200.0
14716.0,0.4823322,0.2948491,0.1681163,0.1244421,0.8244088,0.0571487,0.7219321,0.0027975,0.035994,0.0871638,0.2601641,0.9710929,0.3176711,0.1240709,0.4193548,38700.0
1613.0,0.5133292,0.00062,0.1047737,0.0687898,0.8989461,0.0,0.7582038,0.0034542,0.0362694,0.0413907,0.0,0.9913644,0.2582781,0.254717,0.3333333,33500.0
53.0,0.509434,0.0,0.0754717,0.1538462,0.8679245,0.0,0.7222222,0.0,0.1111111,0.25,0.0,1.0,0.9166667,0.1666667,0.0,14999.0
373.0,0.463807,0.0,0.2198391,0.16,0.8927614,0.0,0.7432432,0.0,0.0135135,0.0864198,0.0,1.0,0.308642,0.0909091,0.0,20200.0
716.0,0.5530726,0.0013966,0.0656425,0.021875,0.8603352,0.0,0.6945455,0.0072727,0.0436364,0.3483412,0.0,0.8218182,0.4312796,0.0970874,1.0,40500.0
1564.0,0.4846547,0.0038363,0.1892583,0.0905707,0.8574169,0.0,0.7199367,0.0079114,0.0553797,0.2119701,0.0031646,0.9905063,0.3603491,0.125,0.0,86500.0
355.0,0.4732394,0.0112676,0.1577465,0.1336898,0.9070423,0.0,0.778626,0.0,0.0305344,0.0437956,0.0076336,1.0,0.1532847,0.3333333,0.0,24200.0
3372.0,0.4510676,0.0029656,0.2502966,0.2009724,0.7787663,0.0376631,0.6165414,0.0034176,0.0287081,0.0775536,0.0006835,0.9958988,0.3669609,0.0595533,0.3684211,27800.0
384.0,0.5260417,0.0208333,0.0677083,0.043956,0.921875,0.0,0.7863248,0.008547,0.034188,0.0564516,0.008547,0.965812,0.1209677,0.0909091,0.0,19600.0
2582.0,0.4860573,0.01433,0.1049574,0.0693293,0.9132455,0.0,0.7920168,0.0,0.0241597,0.0275792,0.0178571,0.9747899,0.0572012,0.0390625,0.4375,65800.0
4911.0,0.5005091,0.0063124,0.0427611,0.0285365,0.9405416,0.0128283,0.8825118,0.006077,0.0270088,0.0414239,0.0047265,0.9898717,0.1016181,0.1351351,0.4074074,58600.0
388.0,0.5,0.0592784,0.1881443,0.1443299,0.8917526,0.0,0.7354839,0.0,0.0064516,0.0935673,0.0451613,1.0,0.2397661,0.1071429,0.75,25500.0
255.0,0.4627451,0.0470588,0.1490196,0.1605839,0.8901961,0.0,0.7252747,0.0,0.010989,0.1495327,0.0549451,1.0,0.2242991,0.2777778,0.0,28100.0
1510.0,0.4675497,0.0006623,0.2410596,0.1865672,0.8112583,0.0298013,0.6382637,0.0048232,0.0192926,0.0532725,0.0016077,0.9967846,0.2876712,0.0865385,0.6,21200.0
2484.0,0.4698068,0.0040258,0.136876,0.0964313,0.8502415,0.0036232,0.6910891,0.0049505,0.0445545,0.032567,0.0039604,0.9940594,0.2768199,0.0277778,0.4285714,57100.0
12354.0,0.4603367,0.0020236,0.2246236,0.1649918,0.7901085,0.0414441,0.6421437,0.0038417,0.0330388,0.0589299,0.0011525,0.9936612,0.321222,0.0654258,0.5,26800.0
3236.0,0.4592089,0.0027812,0.2147713,0.1548571,0.7935723,0.0809642,0.7106136,0.0107794,0.0323383,0.0211039,0.0024876,0.9958541,0.2646104,0.0419287,0.4285714,44100.0
17451.0,0.4703455,0.0080798,0.1888717,0.1420534,0.8260845,0.0240674,0.6699776,0.0036374,0.0281198,0.0483291,0.006995,0.9686626,0.3196645,0.0470685,0.5660377,40900.0
1091.0,0.4931256,0.0009166,0.1686526,0.1084991,0.8964253,0.0549954,0.84375,0.0,0.009375,0.0153846,0.0,0.996875,0.1230769,0.2,0.0,46300.0
5426.0,0.4926281,0.0035017,0.1666052,0.1155104,0.865094,0.0,0.7050863,0.0023332,0.0419972,0.0546978,0.0032664,0.9962669,0.3167181,0.0469417,0.6363636,124900.0
5020.0,0.4766932,0.0051793,0.1113546,0.0787971,0.6880478,0.0165339,0.5521236,0.0072394,0.1853282,0.0586097,0.0048263,0.9975869,0.5102226,0.0330769,0.3333333,44000.0
134.0,0.4029851,0.0,0.2910448,0.1875,0.8432836,0.0,0.65,0.0,0.0,0.1666667,0.0,1.0,0.1527778,0.2307692,0.0,14999.0
