P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,price
130.0,0.0064516,0.4258065,0.6153846,0.0,0.0,5.745098,0.0,14999.0
2741.0,0.053118,0.4624213,0.9171835,0.137541,0.0237288,4.4310345,0.1428571,22100.0
85.0,0.0042735,0.5726496,0.8823529,0.0,0.6666667,5.6388889,0.0,50000.0
571.0,0.0072939,0.4091904,0.6392294,0.0,0.2336449,6.0919283,0.8,17500.0
260.0,0.0014948,0.4544096,0.7307692,0.0,0.1875,6.1452514,0.6666667,17600.0
1158.0,0.004114,0.5042609,0.7944732,0.0103627,0.2378378,5.0974843,0.6363636,43000.0
262.0,0.0,0.4918831,0.7137405,0.0038168,0.0714286,5.6712963,1.0,20300.0
23077.0,0.0703285,0.5353773,0.7287776,0.0500932,0.1627907,6.633295,0.1861472,160100.0
160.0,0.0,0.4530387,0.6125,0.0,0.2941176,6.1779661,1.0,14999.0
645.0,0.0117429,0.5426452,0.8186047,0.0062016,0.3333333,7.1268534,0.0,80700.0
101.0,0.0144404,0.433213,0.7425743,0.0,0.2666667,5.5063291,0.75,14999.0
7518.0,0.0046078,0.4984092,0.6064113,0.0029263,0.1079646,6.62749,0.4098361,78800.0
958.0,0.0074906,0.4610903,0.6273486,0.0010438,0.1818182,6.1050788,0.4,30600.0
144.0,0.0,0.5309278,0.7708333,0.0,0.8,5.5625,0.75,35200.0
112.0,0.0,0.5310559,0.8214286,0.0089286,0.0,6.7578947,0.0,65600.0
621.0,0.0078962,0.3869148,0.5845411,0.0,0.1428571,6.4355828,0.6666667,46700.0
114.0,0.0,0.501845,0.6754386,0.3157895,0.0,6.6842105,0.0,37300.0
3394.0,0.0075404,0.4888091,0.6437831,0.0008839,0.122807,5.7372304,0.2857143,93000.0
108.0,0.0,0.5265152,0.7222222,0.0,0.2307692,4.7222222,0.6666667,15000.0
1325.0,0.0021426,0.5457606,0.7441509,0.0045283,0.44,6.1646284,0.4545455,70500.0
3808.0,0.0024497,0.4695921,0.678834,0.0021008,0.0678733,6.4868256,0.6666667,35700.0
165.0,0.0,0.4516129,0.6787879,0.0,0.1142857,6.0135135,0.75,14999.0
100.0,0.0,0.4612795,0.77,0.0,0.2222222,6.2278481,0.5,20300.0
2022.0,0.0044388,0.4736842,0.6167161,0.0069238,0.1103448,6.1870781,0.3125,89100.0
5768.0,0.0021011,0.4672631,0.6926144,0.0015603,0.1825397,5.9493392,0.5797101,25700.0
1800.0,0.017151,0.4966651,0.72,0.0038889,0.2685185,7.5932945,0.6206897,101900.0
1051.0,0.0035931,0.3681592,0.679353,0.0057088,0.225,6.4295775,0.2222222,96800.0
496.0,0.0033529,0.503772,0.7056452,0.0060484,0.0293333,6.2377451,0.6363636,160200.0
5457.0,0.0027085,0.5196523,0.7683709,0.0648708,0.102,5.9181872,0.5882353,43600.0
381.0,0.0079761,0.557328,0.7611549,0.0052493,0.125,6.13125,1.0,38600.0
274.0,0.0415584,0.5584416,0.7591241,0.0036496,0.2820513,7.1563981,0.5454545,175300.0
68.0,0.0,0.4663462,0.7941176,0.0,0.0,6.4576271,0.0,28600.0
636.0,0.0,0.498767,0.740566,0.0251572,0.2264151,5.3346774,1.0,21600.0
247.0,0.0,0.4931507,0.6801619,0.0080972,0.06,5.1878453,1.0,22500.0
87.0,0.0,0.5175439,0.7356322,0.0574713,0.0769231,5.7384615,0.0,30400.0
19703.0,0.0387914,0.4835534,0.6645688,0.0011673,0.1355932,6.1347389,0.4083333,43000.0
225.0,0.0,0.4703633,0.6488889,0.0,0.1153846,6.0734463,1.0,21600.0
1506.0,0.001938,0.4886489,0.6819389,0.0033201,0.1568627,6.1108987,0.25,22500.0
101.0,0.0,0.5060241,0.7227723,0.3366337,0.0833333,6.15,1.0,14999.0
1862.0,0.0384365,0.5068404,0.622986,0.0349087,0.0561224,6.2488208,0.7272727,95000.0
99.0,0.0,0.3928571,0.5858586,0.0,0.1818182,5.9125,1.0,14999.0
56.0,0.0,0.4336283,0.5,0.0,0.047619,5.9019608,0.0,14999.0
437.0,0.0,0.4796099,0.6407323,0.0,0.037037,6.2413793,0.6666667,25100.0
136.0,0.0,0.4726688,0.6617647,0.0,0.2,5.3603604,1.0,14999.0
162.0,0.0,0.4856459,0.7345679,0.0,0.1,5.6744186,1.0,14999.0
1476.0,0.1345447,0.5522388,0.8753388,0.0047425,0.4857143,7.6258206,0.5882353,249100.0
491.0,0.0021201,0.5441696,0.8167006,0.0020367,0.1818182,6.4289216,1.0,71300.0
1117.0,0.0069471,0.4558086,0.6159355,0.0008953,0.029661,5.8888889,0.5714286,21900.0
669.0,0.0011547,0.4896074,0.754858,0.0,0.2790698,6.3533981,0.9166667,32200.0
38.0,0.0,0.3595506,0.6052632,0.0,0.125,4.8333333,0.0,14999.0
144.0,0.0,0.4425,0.7430556,0.9861111,0.025,5.6373626,1.0,15800.0
2806.0,0.0258985,0.5129492,0.780114,0.0627227,0.336,7.0035566,0.297619,118300.0
63.0,0.0,0.4205128,0.7619048,0.0952381,0.0,5.0392157,0.0,14999.0
17183.0,0.0126953,0.4652778,0.6822441,0.0101263,0.1943218,6.6867152,0.4902597,38700.0
394.0,0.0,0.5116751,0.6878173,0.0,0.0606061,6.5699659,1.0,28600.0
514.0,0.0,0.4583942,0.7023346,0.0,0.1967213,6.1606648,0.4166667,26500.0
20983.0,0.007016,0.5010414,0.7189153,0.2195587,0.1525144,6.0732466,0.3837838,40300.0
7101.0,0.0045984,0.5188591,0.6601887,0.0033798,0.1528384,6.483176,0.4571429,60800.0
105.0,0.0,0.5057034,0.6666667,0.0095238,0.3529412,5.1842105,1.0,15800.0
112.0,0.0,0.523511,0.8035714,0.0,0.2222222,5.8333333,0.5,24400.0
90.0,0.0,0.4714286,0.5666667,0.0,0.0,6.2266667,0.0,14999.0
134.0,0.0,0.5167785,0.6865672,0.0,0.4,6.1491228,1.0,15000.0
1068.0,0.0023585,0.5067385,0.7509363,0.1685393,0.1875,5.989071,0.6666667,38200.0
8383.0,0.0090838,0.5756587,0.8259573,0.0095431,0.1984436,6.6076408,0.5196078,137600.0
2418.0,0.0343476,0.4905897,0.6269644,0.0082713,0.1355932,4.4390244,0.625,40900.0
92.0,0.0,0.5131579,0.7065217,0.0,0.1904762,5.627451,1.0,14999.0
61.0,0.0117647,0.4470588,0.6229508,0.0,0.0967742,3.8043478,1.0,21700.0
159.0,0.0067265,0.4910314,0.7672956,0.2641509,0.4545455,6.1682243,0.6,43500.0
382.0,0.0011779,0.4063604,0.6282723,0.0,0.0866142,5.4411765,0.7272727,14999.0
824.0,0.0014963,0.5246883,0.6383495,0.0,0.0160256,5.8181818,0.3333333,51800.0
279.0,0.0027855,0.3635097,0.6702509,0.0,0.2222222,5.6989796,0.5,24000.0
70.0,0.0,0.515528,0.6857143,0.1428571,0.0,6.254902,0.0,23900.0
185.0,0.0078895,0.5581854,0.7783784,0.0,0.1111111,6.5751634,1.0,37600.0
1435.0,0.0018144,0.4250907,0.6801394,0.502439,0.1258741,6.5037783,0.7777778,36300.0
239.0,0.0,0.4131535,0.6443515,0.0,0.047619,6.021978,1.0,14999.0
2663.0,0.0009235,0.4465138,0.6406309,0.0540744,0.1217391,6.037037,0.1428571,36500.0
1104.0,0.0020277,0.4758364,0.754529,0.0226449,0.3247863,5.5145038,0.6052632,34800.0
60.0,0.0,0.5365854,0.6666667,0.0,0.3076923,5.8,0.75,16300.0
1007.0,0.0072547,0.5609011,0.7457795,0.000993,0.0817121,4.6533958,0.1904762,46100.0
2606.0,0.1547777,0.5906308,0.8668457,0.0065234,0.5131579,8.3083503,0.2820513,500001.0
944.0,0.0,0.4068768,0.5826271,0.0,0.1504425,5.74375,0.8235294,15700.0
5719.0,0.0242249,0.5501638,0.6525616,0.0176604,0.1373134,6.4682566,0.6521739,82800.0
4584.0,0.0076553,0.4862284,0.7609075,0.0021815,0.2485207,5.5194516,0.4880952,39300.0
7506.0,0.1417118,0.5540589,0.8779643,0.1065814,0.5803403,6.3871689,0.3843648,55300.0
141.0,0.0,0.4519231,0.8368794,0.0,0.1818182,6.1016949,0.5,17000.0
1591.0,0.0036611,0.4416841,0.6851037,0.0018856,0.1423488,4.968254,0.55,35100.0
4635.0,0.0118292,0.4227184,0.6865156,0.22589,0.1682927,5.6970708,0.5797101,27600.0
66.0,0.0,0.4266055,0.7424242,0.0,0.0,3.220339,0.0,48800.0
605.0,0.0038265,0.5255102,0.7719008,0.0,0.1777778,6.2512195,0.5,37300.0
138.0,0.0,0.5217391,0.6521739,0.0072464,0.0188679,4.8839286,0.0,20400.0
447.0,0.0,0.5090253,0.7158837,0.0,0.3,6.6066667,0.3333333,61000.0
1460.0,0.0642825,0.4463558,0.7486301,0.0643836,0.1399083,5.2392638,0.8360656,24900.0
392.0,0.0039241,0.3806409,0.8214286,0.002551,0.0581395,4.9349112,0.2,14999.0
13.0,0.0,0.5405405,0.7692308,0.0,0.0,5.1538462,0.0,14999.0
1765.0,0.0034634,0.5172016,0.6889518,0.0152975,0.137931,5.6489028,0.3333333,33600.0
631.0,0.0054025,0.4462453,0.7638669,0.0,0.4571429,5.3445378,0.625,35100.0
2174.0,0.0020568,0.473635,0.675253,0.0556578,0.1973684,5.8200144,0.4666667,23000.0
211.0,0.0,0.4323843,0.6872038,0.0,0.026087,5.3882979,0.6666667,17300.0
3369.0,0.0027897,0.5229614,0.7681805,0.0026714,0.0987654,6.4003861,0.25,44400.0
437.0,0.0037175,0.401487,0.6567506,0.0755149,0.11,5.277592,0.6363636,22900.0
436.0,0.0078049,0.4273171,0.6376147,0.0045872,0.2072072,5.3956835,0.6521739,17800.0
10344.0,0.0046847,0.5378577,0.6989559,0.075406,0.0363636,6.3516221,0.3029557,145000.0
300.0,0.0,0.473424,0.7033333,0.0033333,0.125,6.6192893,0.0,62100.0
1874.0,0.0062848,0.5568325,0.8255069,0.0032017,0.3090909,7.059317,0.2352941,80100.0
5104.0,0.0026825,0.529101,0.692594,0.0826803,0.25,5.8413793,0.4821429,34100.0
5625.0,0.0067441,0.601161,0.5128889,0.1075556,0.1162791,5.9045431,0.2833333,60600.0
409.0,0.000819,0.5323505,0.8166259,0.0,0.3636364,6.1440443,0.75,44500.0
205.0,0.0,0.4825688,0.804878,0.0,0.0952381,5.3777778,0.5,21300.0
74.0,0.0,0.6567164,0.8648649,0.0,0.4,8.1636364,0.0,112800.0
6793.0,0.0022674,0.473896,0.7154424,0.1332254,0.3190299,6.0894147,0.6549708,32200.0
717.0,0.0100053,0.5260664,0.7503487,0.1687587,0.3548387,6.2953157,0.4545455,61300.0
547.0,0.0,0.4745042,0.7276051,0.1572212,0.1333333,5.8005051,0.5,30300.0
2131.0,0.0045786,0.4568158,0.6030033,0.0,0.225,5.6225806,0.6111111,26200.0
983.0,0.0473576,0.4131778,0.8402848,0.1414039,0.0,4.75,0.0,55000.0
457.0,0.0,0.448556,0.6367615,0.0,0.027027,6.6190476,0.0,24000.0
1352.0,0.0050283,0.4236329,0.6005917,0.0288462,0.144,6.476776,0.3888889,65100.0
16166.0,0.1203568,0.5893847,0.5926018,0.10819,0.1364221,5.2018492,0.2169811,262800.0
664.0,0.0143646,0.4287293,0.6942771,0.5451807,0.0491803,5.6916168,0.3333333,23600.0
10674.0,0.0086448,0.5633555,0.6857785,0.0062769,0.0852851,5.3712161,0.280597,79700.0
245.0,0.0108696,0.544837,0.8857143,0.0040816,0.4375,7.4,0.4285714,69600.0
2137.0,0.0143396,0.4898113,0.7014506,0.0505381,0.112462,5.4780564,0.5945946,40700.0
15613.0,0.0689436,0.3709055,0.5311599,0.02088,0.1707865,6.7358025,0.3815789,59000.0
88.0,0.0,0.4342105,0.7386364,0.0,0.5714286,5.9358974,0.5,14999.0
4.0,0.0,0.4444444,1.0,0.0,0.0,3.5,0.0,0.0
295.0,0.0,0.4903148,0.7152542,0.0,0.2857143,6.5446809,0.875,31900.0
35.0,0.0,0.5,0.8857143,0.0,0.1818182,6.0,1.0,14999.0
10641.0,0.1348037,0.4550012,0.7769007,0.2335307,0.1055276,5.0791687,0.4285714,116800.0
752.0,0.0005602,0.4946779,0.6569149,0.0039894,0.1794872,6.5485961,0.5714286,62000.0
625.0,0.0269341,0.5186246,0.7776,0.2256,0.1875,6.7931034,0.0,58900.0
962.0,0.0016373,0.5010233,0.7380457,0.0031185,0.25,6.3117647,0.6666667,35500.0
1568.0,0.0043817,0.4600779,0.6957908,0.130102,0.1474359,5.8630784,0.6521739,32500.0
90.0,0.0,0.4895397,0.7777778,0.0,0.125,5.7763158,0.6666667,14999.0
212.0,0.0033613,0.4857143,0.7783019,0.0,0.1666667,5.2080925,0.5,16200.0
460.0,0.0008026,0.4903692,0.7673913,0.0782609,0.3846154,5.7172775,0.75,24000.0
4571.0,0.0055264,0.4674404,0.6582805,0.0032816,0.2934783,5.3180158,0.6759259,24600.0
1986.0,0.0106846,0.5753858,0.6757301,0.009567,0.225,7.2021201,0.4444444,220300.0
156.0,0.0062696,0.4451411,0.8653846,0.0,0.0,4.74,0.0,25000.0
1238.0,0.0056097,0.4100974,0.6639742,0.1058158,0.1078431,5.95,0.7272727,26100.0
461.0,0.0034188,0.525641,0.670282,0.0043384,0.4459459,6.4934211,0.8787879,124200.0
929.0,0.0226884,0.6220034,0.8751346,0.0182992,0.3709677,6.9539007,0.1304348,209600.0
1684.0,0.0099857,0.4947694,0.6929929,0.0011876,0.174216,6.5780731,0.7,113100.0
1029.0,0.0017999,0.5547156,0.7813411,0.0019436,0.0,5.9115959,0.0,62200.0
978.0,0.0012376,0.5309406,0.700409,0.0143149,0.4230769,6.0376851,0.7272727,40100.0
796.0,0.0010241,0.4664619,0.7286432,0.0012563,0.4242424,6.3449477,0.3571429,44100.0
937.0,0.0019033,0.5409212,0.8068303,0.0,0.097561,6.4166667,0.5,42900.0
224.0,0.0,0.475043,0.7142857,0.0,0.0,6.2934132,0.0,20600.0
21717.0,0.0920475,0.5666427,0.7571488,0.018649,0.2435897,6.4259598,0.2142857,207200.0
264.0,0.0,0.4656934,0.7234848,0.0,0.0285714,5.6521739,1.0,25900.0
1252.0,0.000908,0.4812349,0.6996805,0.0015974,0.3333333,6.3705815,0.5454545,41500.0
2855.0,0.0042148,0.4475492,0.7029772,0.0035026,0.3036437,5.6173913,0.2533333,73200.0
97.0,0.0042017,0.4915966,0.742268,0.0,0.0,6.6944444,0.0,66500.0
21.0,0.0,0.4444444,0.7619048,0.0,0.0,5.4210526,0.0,20000.0
180.0,0.0019305,0.4517375,0.8,0.0,0.1875,6.4516129,0.3333333,17100.0
598.0,0.005625,0.54375,0.7575251,0.083612,0.325,6.0785714,0.3076923,54900.0
430.0,0.0,0.4966314,0.6511628,0.0,0.0555556,5.81571,0.5,33600.0
6529.0,0.0016337,0.4877788,0.6710063,0.2522592,0.1904762,5.7754787,0.4078947,35200.0
2247.0,0.0027654,0.5065294,0.7921673,0.222964,0.1372549,5.6577699,0.5,35200.0
94.0,0.0,0.4784314,0.7765957,0.0531915,0.2,5.1470588,1.0,23100.0
11.0,0.0,0.4210526,0.5454545,0.0,0.0,5.8181818,0.0,14999.0
17110.0,0.0278928,0.4577267,0.6083577,0.1277031,0.1702128,6.5269689,0.2977941,57400.0
8459.0,0.0035463,0.4862764,0.6432202,0.0826339,0.0664137,5.9428101,0.2857143,43700.0
445.0,0.0009294,0.4591078,0.7123596,0.0,0.4166667,6.3401163,0.4,29100.0
184.0,0.0,0.4549763,0.625,0.0,0.0833333,5.3796296,0.0,14999.0
78.0,0.0,0.6052632,0.7179487,0.0,0.4,6.5645161,1.0,61700.0
4986.0,0.0086674,0.4825878,0.6997593,0.224629,0.1811024,6.197364,0.5130435,38600.0
3595.0,0.0049643,0.5095802,0.8342142,0.5510431,0.5031847,5.6104458,0.4936709,44000.0
86.0,0.0,0.4473684,0.6046512,0.0116279,0.1111111,5.0294118,1.0,14999.0
194.0,0.0,0.5256637,0.8814433,0.0154639,0.0,7.5397727,0.0,71900.0
119.0,0.003003,0.4474474,0.7815126,0.0,0.2,6.1980198,0.5,33600.0
1319.0,0.0014645,0.5381987,0.8961334,0.0,0.375,5.7655055,0.3333333,45900.0
574.0,0.0034043,0.4417021,0.6097561,0.0,0.2526316,5.6216931,0.5416667,37300.0
1415.0,0.0463119,0.403166,0.985159,0.0890459,0.0,4.7222222,0.0,32500.0
483.0,0.0008313,0.4812968,0.679089,0.2753623,0.1777778,5.7160494,0.625,24700.0
320.0,0.0,0.53,0.740625,0.0,0.1098901,5.4131274,0.3,49600.0
769.0,0.0005319,0.4797872,0.680104,0.0,0.1805556,6.1592129,0.8461538,17800.0
370.0,0.0,0.53125,0.7216216,0.1918919,0.2413793,5.4455782,0.7142857,19900.0
21.0,0.0,0.4603175,0.7619048,0.0,0.2,6.8333333,1.0,24400.0
3828.0,0.0015728,0.4376908,0.7398119,0.0530303,0.1624266,5.311292,0.6385542,17200.0
1806.0,0.0057637,0.5448744,0.7973422,0.0094131,0.3136095,5.7403787,0.2264151,61400.0
78.0,0.0,0.4,0.5,0.0,0.0,5.6792453,0.0,14999.0
4106.0,0.0065239,0.4805258,0.6456405,0.0007306,0.1840796,6.3031654,0.5135135,56200.0
29128.0,0.1376662,0.5306275,0.6287764,0.0585004,0.2205467,5.6246773,0.2649573,161100.0
1572.0,0.0014409,0.5602305,0.6965649,0.0661578,0.0366022,5.5469925,0.4528302,68700.0
191.0,0.0021097,0.4767932,0.7068063,0.0,0.1818182,5.3391304,1.0,31000.0
1521.0,0.0104887,0.5587604,0.7593688,0.0039448,0.0349825,5.4847428,0.2571429,89400.0
74.0,0.0,0.4101124,0.6486486,0.0,0.1666667,6.1896552,0.0,18100.0
298.0,0.0025316,0.4493671,0.6812081,0.0,0.2083333,5.7,0.4,34300.0
1436.0,0.0023835,0.4653072,0.724234,0.1260446,0.1359223,6.082996,0.3571429,26100.0
5561.0,0.0051133,0.4877898,0.6067254,0.0012588,0.1147541,5.5197033,0.3285714,94400.0
794.0,0.0068293,0.4853659,0.7178841,0.0,0.1851852,5.546748,0.5,47900.0
494.0,0.0006464,0.5804783,0.9089069,0.0182186,0.3636364,7.2689805,0.625,108100.0
279.0,0.0,0.4194053,0.655914,0.2724014,0.0,5.3505155,0.0,14999.0
140.0,0.0219178,0.5863014,0.7,0.0,0.0,5.6380952,0.0,78600.0
2467.0,0.0026959,0.4597412,0.6384272,0.0020268,0.2051282,5.665677,0.6428571,25700.0
818.0,0.0032086,0.4379679,0.6185819,0.0,0.0758621,5.9250871,0.9090909,17700.0
2902.0,0.007466,0.5066608,0.6733287,0.0010338,0.2391304,5.2274611,0.1818182,42600.0
20.0,0.0,0.6571429,0.5,0.0,0.0,1.85,0.0,14999.0
2635.0,0.0057278,0.5624455,0.8523719,0.0979127,0.3308271,6.9689441,0.2613636,80000.0
3755.0,0.0018472,0.4628925,0.6543276,0.0013316,0.150838,6.2833059,0.4814815,40100.0
4136.0,0.0405306,0.5235133,0.7792553,0.0062863,0.1875,7.0029231,0.4444444,134500.0
493.0,0.0,0.5311299,0.8174442,0.0,0.1515152,5.9726651,0.6,38200.0
125.0,0.0,0.4682274,0.664,0.0,0.5384615,6.1121495,0.7142857,14999.0
635.0,0.0017647,0.4964706,0.7165354,0.2629921,0.12,6.3742138,0.8888889,50900.0
15701.0,0.3343998,0.5260407,0.8238329,0.0898669,0.1810036,5.7003023,0.1980198,178400.0
178.0,0.0,0.4854586,0.741573,0.0,0.25,5.4551724,0.0,36400.0
303.0,0.0,0.4192741,0.6930693,0.0,0.0588235,6.3577236,0.0,30600.0
98.0,0.0,0.4377682,0.7142857,0.1530612,0.0,5.7222222,0.0,31700.0
78.0,0.0031646,0.4240506,0.7692308,0.0,0.0714286,3.5084746,1.0,14999.0
23.0,0.0,0.4814815,0.6086957,0.3043478,0.0,5.8181818,0.0,25600.0
167.0,0.0023529,0.5176471,0.7125749,0.0,0.08,6.0267857,0.0,29500.0
948.0,0.0004655,0.5200186,0.6561181,0.0622363,0.0821918,5.8786936,0.6666667,36000.0
465.0,0.0008598,0.5184867,0.7333333,0.0774194,0.8461538,5.9162304,0.8181818,53700.0
18970.0,0.0476722,0.5519271,0.659884,0.0206115,0.2690972,5.6767304,0.2370968,135500.0
12731.0,0.0823692,0.5211609,0.8116409,0.0114681,0.2648475,5.9561654,0.1151515,180200.0
5461.0,0.0242854,0.5045898,0.7575536,0.1204908,0.0769231,5.9872774,0.6304348,42900.0
683.0,0.0057504,0.4433583,0.6852123,0.0014641,0.1780822,7.2368421,0.6923077,26600.0
676.0,0.0012407,0.417287,0.8639053,0.0,0.152,6.0530035,0.5789474,52800.0
403.0,0.0,0.5062167,0.8039702,0.0049628,0.2692308,5.9238411,0.8571429,27100.0
293.0,0.0,0.4407989,0.7201365,0.0,0.0869565,5.875,0.5,20600.0
44.0,0.0,0.468254,0.7272727,0.0,0.0,6.3714286,0.0,14999.0
84.0,0.0044053,0.4713656,0.8095238,0.0357143,0.6666667,6.9322034,0.0,42900.0
65.0,0.0,0.51875,0.7230769,0.0153846,0.0,4.9310345,0.0,14999.0
80.0,0.0,0.5021834,0.8,0.0,0.2727273,6.1044776,0.3333333,21300.0
2332.0,0.0040149,0.5232291,0.8323328,0.0034305,0.2040816,5.5403509,0.75,52400.0
1194.0,0.0018513,0.5047825,0.7688442,0.0,0.1944444,6.0588235,0.0,49100.0
39.0,0.0,0.4423077,0.6153846,0.0,0.0,5.7837838,0.0,14999.0
65.0,0.0,0.4444444,0.7846154,0.0615385,0.0,5.0,0.0,18800.0
95.0,0.0,0.4951923,0.6105263,0.0,0.3333333,6.3561644,1.0,14999.0
233.0,0.0016502,0.5165017,0.7167382,0.0,0.2777778,5.8172043,0.5,22200.0
201.0,0.0,0.4665272,0.6268657,0.0,0.125,4.9101796,0.6666667,14999.0
1506.0,0.0,0.4834206,0.7224436,0.2058433,0.060241,6.06244,0.3333333,28400.0
14198.0,0.030702,0.4998493,0.7313706,0.0123257,0.0709677,5.8551724,0.1136364,101200.0
684.0,0.005521,0.7018634,0.4809942,0.001462,0.0245399,6.1057143,0.5,349200.0
1145.0,0.0027826,0.4452174,0.6882096,0.1965066,0.125,6.3954944,0.6666667,29200.0
71.0,0.0,0.5604396,0.7464789,0.6619718,0.3333333,5.56,0.5,30000.0
246.0,0.0030257,0.4901664,0.7235772,0.0081301,0.2,7.0,0.5,41700.0
304.0,0.006402,0.4071703,0.6644737,0.0,0.2142857,6.2048193,0.6666667,26300.0
167.0,0.0027701,0.398892,0.5988024,0.005988,0.0243902,5.944,1.0,14999.0
142.0,0.0,0.4556452,0.4788732,0.0,0.0206422,5.944,0.6666667,149100.0
411.0,0.0029268,0.4536585,0.6812652,0.0,0.1875,6.1646707,0.8333333,16400.0
1367.0,0.0037069,0.5124038,0.8076079,0.0029261,0.1734417,5.9982609,0.390625,108600.0
4976.0,0.0055436,0.5289308,0.7859727,0.0022106,0.2333333,6.7500585,0.4761905,56100.0
152.0,0.0,0.4803493,0.7763158,0.0,0.0,6.9067797,0.0,27700.0
366.0,0.0,0.4325153,0.7131148,0.0,0.2857143,5.9070632,0.25,33300.0
494.0,0.0058091,0.4099585,0.6336032,0.0,0.2166667,6.5725594,0.9230769,20700.0
392.0,0.0041754,0.4916493,0.7066327,0.0306122,0.0571429,5.352349,0.0,21700.0
56.0,0.0,0.4463277,0.8392857,0.0,0.6666667,6.5777778,0.5,17300.0
3597.0,0.0053175,0.5312531,0.7194885,0.0227968,0.141844,6.0255122,0.55,77600.0
375.0,0.0,0.4515235,0.6426667,0.0,0.2093023,5.6445993,0.8888889,15000.0
1005.0,0.0064494,0.5244399,0.7791045,0.2646766,0.2815534,5.4852941,0.6896552,47600.0
782.0,0.0004604,0.4240331,0.7468031,0.0473146,0.2342342,5.2495784,0.6923077,14999.0
198.0,0.0,0.4908425,0.7575758,0.0050505,0.0,6.7159763,0.0,29800.0
1577.0,0.011781,0.5548626,0.8224477,0.1946734,0.3809524,7.4475618,0.375,85500.0
2875.0,0.0040895,0.484984,0.704,0.0013913,0.1885246,6.4695838,0.4782609,50400.0
133.0,0.0,0.5603715,0.6390977,0.0075188,0.2,6.3580247,1.0,33200.0
857.0,0.002991,0.4785643,0.6966161,0.0373396,0.1019417,6.0337079,0.952381,23800.0
1399.0,0.0096005,0.5339114,0.6804861,0.0571837,0.1066667,5.2978723,0.5,34900.0
536.0,0.0052083,0.4921875,0.75,0.016791,0.1578947,5.9616307,0.6666667,40400.0
18.0,0.0,0.4583333,0.7777778,0.0,0.0,5.5384615,0.0,14999.0
1490.0,0.0071887,0.5632863,0.7463087,0.0006711,0.3333333,6.6507092,0.3571429,71600.0
3824.0,0.014306,0.5476078,0.792364,0.0371339,0.2313167,5.9403794,0.7384615,46800.0
141.0,0.0157895,0.4973684,0.7021277,0.0,0.25,5.7102804,0.75,25400.0
276.0,0.001385,0.4709141,0.7210145,0.0,0.1666667,6.0291667,0.5,31900.0
2184.0,0.0011404,0.4292929,0.7074176,0.4134615,0.1415929,5.8427627,0.6875,17900.0
295.0,0.0,0.3386194,0.8508475,0.9966102,0.0952381,5.2488038,0.5,22800.0
617.0,0.0013236,0.4440768,0.6774716,0.0,0.1034483,5.6292683,0.6666667,27300.0
43.0,0.0,0.5175439,0.7209302,0.0,0.1666667,6.25,0.0,14999.0
995.0,0.0142857,0.5126246,0.8572864,0.0150754,0.3513514,5.983683,0.2692308,122000.0
777.0,0.0043924,0.4914592,0.7657658,0.0,0.1047619,5.3106457,0.3636364,23100.0
15363.0,0.0256591,0.4613536,0.6617848,0.0275988,0.0860215,6.2438301,0.4017857,102000.0
1894.0,0.0020576,0.4450617,0.6705385,0.063886,0.2087379,5.9274194,0.4651163,26100.0
183.0,0.0019685,0.5374016,0.8196721,0.0,0.25,6.0650888,1.0,43000.0
98.0,0.0,0.4028269,0.7244898,0.7346939,0.0,5.369863,0.0,17300.0
293.0,0.0,0.4120805,0.6075085,0.3174061,0.0526316,5.4242424,0.6666667,14999.0
1650.0,0.0011507,0.4886076,0.7084848,0.0,0.1304348,6.4824336,0.1111111,51300.0
301.0,0.0046838,0.5667447,0.89701,0.0,0.3333333,8.7569444,1.0,183400.0
54.0,0.0,0.4873418,0.6851852,0.0,0.1428571,6.1333333,1.0,14999.0
34.0,0.0,0.4545455,0.7058824,0.0,0.0,6.2258065,0.0,14999.0
255.0,0.0,0.4858934,0.7137255,0.0,0.0,6.0315789,0.0,37200.0
21.0,0.0153846,0.5538462,0.9047619,0.0,0.6,6.5625,0.3333333,14999.0
600.0,0.0024438,0.5058651,0.875,0.0333333,0.2173913,6.3285458,0.4,63900.0
39.0,0.0,0.4305556,0.5897436,0.0,0.0833333,5.1071429,1.0,15000.0
1827.0,0.0129978,0.3238385,0.5276409,0.0021894,0.1190476,5.167002,0.1333333,58800.0
529.0,0.0015349,0.5387567,0.6635161,0.0018904,0.3157895,5.994186,0.3333333,52700.0
3722.0,0.007183,0.5770352,0.7291779,0.0408383,0.406015,6.7241251,0.1481481,69700.0
1154.0,0.0027752,0.4964539,0.7166378,0.0008666,0.2926829,6.4704336,0.3333333,62800.0
670.0,0.0121556,0.4546191,0.5014925,0.0044776,0.0314671,6.6738197,0.3896104,160100.0
664.0,0.0006592,0.4548451,0.6626506,0.0045181,0.1,5.7020785,0.75,30900.0
18352.0,0.2344585,0.5310416,0.7124564,0.0075741,0.357206,6.4320354,0.2673267,316400.0
25.0,0.0,0.3943662,0.76,0.0,0.0,6.6956522,0.0,14999.0
1323.0,0.000308,0.4838312,0.6727135,0.0015117,0.212,6.094533,0.6415094,38000.0
893.0,0.00369,0.4695572,0.6718925,0.0134378,0.1373626,5.5576923,0.72,20600.0
7533.0,0.0050246,0.4722556,0.6632152,0.0002655,0.186398,6.1273401,0.527027,32300.0
