climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Goal
199,-11,-0.13,-0.02,-1.5,-14,10,0.018,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.028
160,-22,0.37,0.01,1.1,-9,-9,-0.029,3.4,-0.0013,-0.001,-0.001,-0.001,-0.0004,0.0,0.0,0.0,-0.001,0.018
50,-14,-0.18,-0.02,-0.4,-9,5,-0.002,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018
141,9,-0.11,0.14,2.3,-10,-12,-0.016,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.02
-280,29,0.28,0.33,-1.2,-14,-24,0.003,-0.6,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.024
-290,10,0.09,0.07,2.1,-11,-4,-0.008,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
187,-45,0.05,-0.14,-1.1,-12,21,0.025,-0.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.019
43,-16,-0.33,-0.11,1.2,-5,11,-0.007,0.0,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
742,-32,0.07,0.04,0.6,-7,-1,-0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.022
306,-44,0.02,0.16,-1.4,-14,-8,0.022,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-233,-4,-0.26,-0.03,1.4,-5,3,-0.009,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-410,-4,0.21,0.17,0.7,-11,-13,-0.002,0.5,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.038
427,-36,0.4,0.08,0.3,-11,-5,-0.004,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.025
-137,-3,0.13,-0.01,0.8,-10,5,-0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017
140,-21,-0.04,0.03,0.9,-11,2,-0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
65,-37,0.41,0.07,0.7,-10,-3,-0.009,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.02
64,21,-0.22,0.27,0.1,-10,-25,-0.038,-0.3,-0.0011,-0.0013,-0.0013,-0.0013,0.0002,0.0,0.0,0.0,-0.0013,0.018
98,18,0.26,0.22,-1.5,-8,-9,0.008,-5.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.019
-257,12,-0.74,0.13,-1.2,-16,-3,0.019,0.0,-0.0005,-0.0007,-0.0007,-0.0007,0.0002,0.0,0.0001,0.0,-0.0007,0.018
-122,-25,0.31,0.19,2.5,-12,-12,-0.011,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.031
53,-29,-0.56,-0.07,-0.3,-15,17,-0.008,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.022
202,-7,-0.19,-0.1,1.8,-7,12,-0.017,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-382,24,0.54,0.12,-0.1,-11,-7,0.008,-0.2,-0.0008,-0.0008,-0.0008,-0.0006,0.0,0.0,-0.0003,0.0,-0.0006,0.025
-355,36,0.54,0.24,1.1,-14,-16,-0.003,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-93,23,0.16,0.07,-0.3,-6,-8,0.004,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.02
104,10,-0.02,-0.05,-1.1,-9,8,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.02
96,16,-0.15,0.11,-0.8,-7,-12,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-68,-28,-0.41,-0.08,0.3,-7,7,-0.01,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.026
-31,10,0.17,-0.03,-0.2,-10,6,-0.004,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
1,-51,-0.45,-0.03,-1.0,-7,2,0.001,1.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
144,2,0.14,-0.12,0.0,-6,13,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
455,-14,0.4,-0.03,0.4,-6,3,-0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-246,-28,-0.43,0.03,-1.0,-8,-1,-0.002,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-123,-9,-0.11,0.09,-1.3,-9,-8,0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
-352,8,0.34,0.14,-1.8,-10,-12,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
-369,-14,-0.44,-0.04,0.2,-16,17,-0.004,0.3,-0.0009,-0.0009,-0.0009,-0.0011,0.0001,0.0,0.0002,0.0,-0.0011,0.018
-67,16,-0.14,0.1,0.7,-6,-10,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.021
215,-25,-0.16,0.02,-2.0,-13,5,0.024,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.022
787,-41,-0.09,-0.15,-1.9,-8,20,0.022,-1.3,-0.0001,-0.0001,-0.0001,-0.0001,0.0,0.0,0.0,0.0,-0.0001,0.02
78,9,0.39,0.05,1.2,-12,1,0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.021
696,-8,0.1,-0.11,0.2,-6,10,0.008,0.3,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.017
63,-6,0.31,0.21,-0.6,-10,-11,0.021,-3.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.023
-656,-16,-0.22,-0.1,1.8,-10,-6,-0.02,5.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.022
155,-24,0.3,-0.08,0.5,-7,1,-0.003,1.8,-0.0005,-0.0005,-0.0005,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004,0.018
-161,-39,-0.35,0.01,-0.9,-12,5,0.005,0.1,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.018
280,-3,-0.14,0.02,-0.4,-10,2,-0.002,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
-173,-4,-0.56,0.14,-1.1,-14,-7,0.004,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.02
-150,-13,-0.15,0.17,-0.5,-13,-8,-0.005,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.036
-223,1,0.22,0.35,-0.7,-17,-18,0.013,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.039
552,-56,-0.46,-0.12,0.3,-10,20,-0.01,-1.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.022
454,16,-0.33,0.23,-0.9,-17,-10,0.005,-0.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0001,0.0,-0.0009,0.024
485,-54,-0.03,-0.11,-1.6,-8,13,0.011,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018
-94,-17,-0.33,-0.13,-1.1,-7,5,0.004,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.022
556,-31,0.33,0.04,-0.1,-12,4,0.002,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.025
42,1,0.14,0.06,-1.3,-17,8,0.022,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.021
-162,-21,-0.55,0.09,0.0,-10,-6,0.004,0.0,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.024
102,5,0.34,0.16,-0.5,-13,-11,0.009,-0.1,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,0.021
-262,-20,0.52,0.01,0.4,-8,-6,0.002,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004,0.019
-24,-17,0.31,0.06,0.8,-9,-4,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
-314,5,-0.28,0.14,0.6,-5,-16,-0.01,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-88,-12,0.06,0.13,-0.9,-14,-5,-0.006,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.017
-160,-31,-0.06,-0.15,-0.7,-8,4,0.01,2.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.016
64,-22,0.32,-0.04,-0.5,-8,6,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
139,-6,0.09,-0.1,0.9,-5,10,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-23,-12,0.23,0.22,-0.8,-20,-6,0.021,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.025
385,-24,-0.11,-0.08,-0.7,-7,10,0.009,-0.1,-0.0002,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.016
355,13,0.06,-0.03,-0.4,-8,5,0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
93,-25,0.34,-0.14,-0.5,-6,16,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
-383,-45,0.05,0.22,1.1,-14,-17,-0.025,0.3,-0.0009,-0.0011,-0.0011,-0.0012,0.0002,0.0,0.0002,0.0,-0.0012,0.02
64,-9,0.41,0.06,-0.8,-17,7,0.024,0.1,-0.0011,-0.0009,-0.0009,-0.0008,-0.0003,0.0,-0.0002,0.0,-0.0008,0.035
310,-14,0.52,-0.04,-1.5,-14,13,0.029,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0001,0.0,-0.0003,0.02
-63,4,0.14,0.03,-1.2,-12,3,0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-290,-15,-0.39,0.14,1.2,-9,-12,0.001,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-255,-19,-0.4,0.17,1.4,-12,-13,-0.016,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.022
131,5,0.4,-0.04,-0.4,-10,8,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-66,22,-0.14,0.24,-0.6,-15,-16,-0.004,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.025
-54,11,0.59,0.33,0.2,-13,-29,-0.004,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,0.02
-20,2,0.09,0.57,0.9,-14,-46,-0.016,-1.9,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.031
-70,-17,-0.18,0.1,0.4,-11,-5,0.003,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.027
229,22,0.19,-0.08,1.3,-5,9,-0.016,0.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.024
364,-10,0.13,-0.04,-1.1,-11,9,0.02,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.019
393,-9,0.03,-0.05,0.3,-6,6,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-232,-28,-0.62,-0.02,-1.9,-15,9,0.034,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
212,-16,0.05,0.12,-0.6,-14,4,0.006,-1.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.021
175,1,0.29,-0.12,-1.0,-8,13,0.002,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.028
-284,-36,-0.22,0.11,0.4,-19,3,-0.016,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.018
-368,-44,-0.32,0.06,0.8,-10,-3,-0.012,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018
-515,19,-0.06,-0.03,0.8,-9,5,-0.008,1.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
337,47,-0.08,0.15,1.2,-8,-15,-0.003,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.022
-56,-20,0.31,0.11,0.0,-14,0,0.01,-0.2,-0.0014,-0.0012,-0.0012,-0.0012,-0.0003,0.0,0.0,0.0,-0.0012,0.043
204,21,-0.15,0.06,-0.8,-9,-8,0.011,-0.2,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-104,-6,-0.1,0.1,-1.0,-10,-10,0.005,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
-256,-6,-0.11,0.0,0.0,-7,2,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
354,-24,0.32,-0.05,-0.5,-13,12,0.008,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
148,24,0.25,0.08,0.8,-5,-9,-0.001,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,0.02
-82,9,-0.39,-0.12,0.5,-6,13,-0.01,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-213,-7,-0.14,0.04,-0.5,-6,-3,0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
148,27,0.11,0.1,-0.1,-6,-12,-0.018,-0.2,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.021
137,-19,-0.28,-0.04,-0.7,-15,16,0.004,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018
-287,-6,-0.02,-0.02,1.8,-4,2,-0.009,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-69,-22,-0.09,-0.11,-0.6,-7,16,0.006,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
256,-25,-0.14,-0.05,-0.8,-7,6,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-338,-23,-0.05,0.11,-0.2,-16,2,0.007,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.028
-104,10,-0.16,0.16,-1.6,-10,-10,0.017,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
-108,19,-0.02,0.1,0.9,-5,-10,-0.009,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
412,-42,0.34,-0.04,0.1,-12,9,0.02,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018
-7,-15,-0.31,-0.07,0.2,-11,11,-0.002,-0.3,-0.0006,-0.0006,-0.0006,-0.0007,0.0,0.0,0.0001,0.0,-0.0007,0.017
-17,-24,-0.31,0.19,-1.8,-21,5,0.018,0.1,-0.0017,-0.0018,-0.0018,-0.002,0.0001,0.0,0.0002,0.0,-0.002,0.047
-434,13,-0.13,0.09,-0.4,-10,-5,0.004,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
115,-14,-0.09,0.05,1.3,-10,-2,-0.023,-0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.019
-88,-21,-0.12,0.17,-2.0,-13,-8,0.025,-2.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-88,-12,-0.24,0.04,2.6,-16,8,-0.016,-0.1,-0.0015,-0.0014,-0.0014,-0.0013,-0.0002,0.0,-0.0002,0.0,-0.0013,0.019
-133,-48,-0.02,0.11,0.9,-6,-12,-0.014,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.016
-143,-17,0.07,0.06,-0.1,-13,0,0.001,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.023
271,1,0.19,0.19,0.7,-10,-11,-0.008,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.022
264,-16,0.25,0.07,0.7,-7,-6,0.0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-218,-37,0.53,-0.05,-0.9,-17,16,0.023,0.2,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,0.018
-120,40,0.17,0.25,-0.4,-19,-9,0.002,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.023
309,-26,-0.22,0.05,-0.4,-8,-2,0.005,-0.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,0.026
52,-10,0.09,0.14,0.3,-6,-16,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
226,-4,0.18,0.08,0.8,-8,-8,-0.002,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
266,6,0.23,-0.02,0.9,-5,3,-0.003,-0.2,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0001,0.0,-0.0003,0.018
283,-13,0.24,0.08,-2.5,-10,-7,0.017,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.02
-135,-20,-0.51,0.26,0.2,-20,-2,-0.002,-0.1,-0.0027,-0.0027,-0.0027,-0.0027,0.0,0.0,0.0,0.0,-0.0027,0.047
-247,-46,0.55,0.14,-2.0,-16,15,0.003,-2.9,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018
128,1,-0.37,-0.02,0.2,-8,4,0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.023
-146,-11,0.1,0.27,-1.6,-21,-10,-0.004,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.02
109,18,0.24,0.24,-1.5,-8,3,0.009,-5.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-125,6,-0.31,-0.1,-0.9,-9,13,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0005,0.0001,0.0,0.0001,0.0,-0.0005,0.015
-54,6,0.25,0.22,1.0,-14,-18,-0.009,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.026
311,-41,0.07,0.16,0.8,-19,3,-0.009,-0.1,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0.032
229,-8,-0.14,0.24,-0.8,-11,-20,-0.003,-0.3,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.023
-544,12,-0.25,0.02,-1.0,-11,3,0.015,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.015
13,-49,-0.52,0.08,0.0,-16,8,-0.012,-0.1,-0.0006,-0.0009,-0.0009,-0.0012,0.0003,0.0,0.0003,0.0,-0.0012,0.019
34,-22,-0.12,-0.03,1.1,-6,-5,-0.003,1.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
191,-8,0.31,0.03,0.7,-14,7,-0.009,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.02
-107,-52,-0.07,0.18,-0.4,-11,-12,-0.004,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.027
-58,-27,0.04,-0.05,0.6,-5,5,0.0,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.019
80,-26,0.54,0.18,1.6,-11,-8,-0.063,-1.3,-0.0018,-0.0017,-0.0017,-0.0017,-0.0002,0.0,0.0,0.0,-0.0017,0.021
67,-24,-0.35,-0.04,0.2,-7,5,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.022
353,-49,-0.19,-0.12,1.1,-10,14,-0.005,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.036
-338,-29,-0.61,0.03,-1.2,-12,-2,-0.007,0.6,-0.0004,-0.0006,-0.0006,-0.0009,0.0002,0.0,0.0004,0.0,-0.0009,0.018
357,-29,-0.3,0.23,-1.3,-8,-12,-0.003,-3.8,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,0.018
198,-9,0.19,0.01,-0.6,-13,9,0.024,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
281,-17,-0.46,-0.01,-0.8,-11,5,-0.005,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-170,-13,-0.77,0.17,-0.1,-19,5,0.025,-0.4,-0.0015,-0.0016,-0.0016,-0.0016,0.0001,0.0,0.0,0.0,-0.0016,0.039
-347,-11,0.2,0.03,-0.7,-7,-2,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.016
78,-16,0.69,0.26,-0.2,-19,-7,-0.002,0.6,-0.0023,-0.0022,-0.0022,-0.0022,-0.0002,0.0,0.0,0.0,-0.0022,0.044
-173,-27,-0.41,0.07,0.6,-10,-3,-0.018,-0.6,-0.0009,-0.0009,-0.0009,-0.001,-0.0001,0.0,0.0001,0.0,-0.001,0.02
381,7,0.16,0.04,0.9,-12,-3,-0.012,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.021
-30,-54,-0.29,-0.18,1.2,-12,24,0.01,0.1,-0.0004,-0.0004,-0.0004,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,0.015
36,-25,-0.3,0.19,-2.3,-12,-17,0.021,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-235,-6,0.31,0.08,0.5,-12,-11,-0.012,0.4,-0.001,-0.001,-0.001,-0.0009,0.0,0.0,-0.0002,0.0,-0.0009,0.019
303,-43,0.28,0.04,-1.3,-11,-2,0.016,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.018
70,-27,-0.03,-0.02,-0.3,-11,7,0.008,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
486,-36,-0.34,0.11,0.6,-9,-3,-0.018,-2.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.017
-217,-8,-0.22,0.1,0.4,-13,-5,-0.001,0.0,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,0.018
-268,7,-0.1,0.05,-0.7,-7,-4,-0.009,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.015
-312,-3,-0.07,-0.03,-0.7,-11,10,0.011,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
173,-26,-0.11,0.02,-0.7,-10,-1,0.006,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
-275,-36,-0.27,-0.03,0.2,-7,7,-0.004,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-54,12,0.2,0.17,-0.6,-8,-17,-0.011,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.023
59,-14,0.19,-0.14,0.5,-7,15,-0.007,0.8,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.025
-331,1,-0.03,0.08,1.1,-15,4,-0.015,0.4,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.034
211,-6,0.04,-0.02,-0.9,-11,12,0.016,-1.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-305,-37,-0.28,0.02,-0.6,-11,2,0.024,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.016
